Vehicle ID,Registration State,Vehicle Make,Vehicle Model,Vehicle Year,Insurance Provider,Insurance Policy Type,Insurance Claim History,Policy Expiration Date,Vehicle Condition,Owner Age Group,Accident History
VID00811,CA,Toyota,Elantra,2007,State Farm,Comprehensive,Yes,2026-03-23,Good,46-60,0
VID00812,NC,BMW,Altima,2015,Allstate,Liability,Yes,2025-11-28,Good,36-45,5
VID00813,TX,Toyota,Sorento,2004,Geico,Comprehensive,No,2026-02-06,Fair,46-60,3
VID00814,NC,Honda,Camry,2014,Geico,Comprehensive,Yes,2025-12-01,Fair,60+,1
VID00815,MI,Hyundai,Civic,2014,Geico,Liability,Yes,2026-02-22,Fair,46-60,4
VID00816,IL,Nissan,Jetta,2006,Farmers,Full Coverage,No,2026-03-08,Good,36-45,4
VID00817,MI,Mercedes,3 Series,2021,Progressive,Liability,Yes,2025-09-08,Good,26-35,4
VID00818,CA,Toyota,Jetta,2001,USAA,Full Coverage,No,2025-11-05,Poor,36-45,4
VID00819,CA,Nissan,F-150,2005,Geico,Collision,No,2026-02-11,Poor,36-45,4
VID00820,GA,Ford,C-Class,2002,USAA,Full Coverage,Yes,2025-11-24,Good,36-45,3
VID00821,CA,Chevrolet,Elantra,2000,Allstate,Full Coverage,No,2026-02-28,Fair,26-35,2
VID00822,NY,Chevrolet,Civic,2005,Geico,Liability,No,2025-07-27,Good,36-45,4
VID00823,MI,Hyundai,Jetta,2006,USAA,Liability,Yes,2025-08-04,Good,46-60,1
VID00824,NY,Chevrolet,Jetta,2005,State Farm,Collision,Yes,2026-03-25,Good,46-60,0
VID00825,FL,Honda,F-150,2017,Geico,Liability,No,2025-08-29,Fair,60+,1
VID00826,PA,Ford,Elantra,2007,Allstate,Comprehensive,Yes,2025-11-22,Good,18-25,5
VID00827,FL,Mercedes,C-Class,2018,Progressive,Collision,Yes,2025-06-09,Poor,36-45,1
VID00828,OH,Chevrolet,Silverado,2002,State Farm,Comprehensive,Yes,2026-02-12,Poor,36-45,1
VID00829,FL,Chevrolet,Silverado,2012,Liberty Mutual,Liability,No,2025-11-04,Poor,60+,5
VID00830,TX,Nissan,Civic,2010,Allstate,Collision,No,2025-06-04,Fair,36-45,1
VID00831,PA,Nissan,Jetta,2004,Progressive,Collision,Yes,2025-06-22,Good,18-25,2
VID00832,CA,Ford,Silverado,2016,Allstate,Full Coverage,Yes,2026-02-21,Fair,18-25,4
VID00833,IL,Toyota,F-150,2017,Farmers,Liability,Yes,2025-05-23,Fair,18-25,1
VID00834,OH,BMW,Civic,2022,Farmers,Comprehensive,No,2026-03-20,Poor,46-60,2
VID00835,NY,Hyundai,Altima,2002,Geico,Comprehensive,Yes,2025-05-18,Poor,46-60,3
VID00836,NY,Volkswagen,C-Class,2021,Liberty Mutual,Collision,Yes,2026-02-10,Fair,26-35,5
VID00837,NC,Volkswagen,Camry,2014,Progressive,Liability,No,2025-07-06,Fair,26-35,4
VID00838,FL,Honda,Sorento,2017,Progressive,Liability,Yes,2025-12-30,Good,26-35,0
VID00839,TX,Toyota,Silverado,2019,Farmers,Comprehensive,No,2025-12-13,Poor,18-25,1
VID00840,GA,Toyota,F-150,2010,State Farm,Full Coverage,No,2025-07-17,Poor,26-35,2
VID00841,FL,Mercedes,Jetta,2013,Progressive,Collision,Yes,2025-07-07,Good,60+,4
VID00842,MI,Volkswagen,Elantra,2009,Progressive,Collision,No,2025-08-04,Good,46-60,1
VID00843,NY,Mercedes,Altima,2017,Liberty Mutual,Liability,Yes,2026-02-01,Good,26-35,0
VID00844,NC,Kia,Jetta,2020,Progressive,Comprehensive,No,2025-06-17,Fair,60+,1
VID00845,GA,Kia,Silverado,2003,Allstate,Liability,No,2025-09-21,Fair,18-25,1
VID00846,PA,Honda,C-Class,2012,State Farm,Liability,No,2025-05-22,Good,36-45,4
VID00847,NC,Chevrolet,F-150,2013,State Farm,Full Coverage,Yes,2025-05-15,Good,60+,1
VID00848,TX,Ford,Jetta,2021,USAA,Liability,Yes,2025-05-07,Fair,26-35,3
VID00849,NC,Ford,C-Class,2000,USAA,Comprehensive,Yes,2025-05-23,Fair,26-35,4
VID00850,NY,Chevrolet,Silverado,2017,Geico,Liability,Yes,2025-10-06,Poor,46-60,1
VID00851,GA,Nissan,Jetta,2012,Liberty Mutual,Comprehensive,No,2025-11-22,Fair,46-60,1
VID00852,FL,Mercedes,Sorento,2011,Farmers,Full Coverage,Yes,2025-12-07,Good,26-35,5
VID00853,IL,Ford,Jetta,2023,Farmers,Liability,Yes,2025-07-02,Good,26-35,0
VID00854,FL,Kia,C-Class,2013,Geico,Liability,No,2025-06-29,Poor,36-45,4
VID00855,CA,BMW,Camry,2001,Geico,Collision,Yes,2025-05-18,Poor,60+,2
VID00856,GA,Honda,Elantra,2015,Liberty Mutual,Comprehensive,No,2025-10-06,Poor,60+,1
VID00857,PA,BMW,Elantra,2021,State Farm,Collision,Yes,2025-12-12,Fair,18-25,4
VID00858,NC,Ford,Silverado,2003,Geico,Liability,No,2026-03-06,Poor,18-25,0
VID00859,FL,BMW,C-Class,2001,State Farm,Full Coverage,No,2025-10-03,Good,36-45,2
VID00860,NC,Volkswagen,C-Class,2013,Progressive,Collision,Yes,2026-02-03,Poor,46-60,4
VID00861,FL,Kia,Civic,2001,Geico,Comprehensive,Yes,2025-06-09,Good,26-35,2
VID00862,TX,Kia,Altima,2019,State Farm,Liability,Yes,2025-10-13,Fair,26-35,3
VID00863,NC,Volkswagen,Jetta,2000,USAA,Liability,Yes,2025-10-18,Fair,26-35,4
VID00864,PA,BMW,F-150,2017,Allstate,Full Coverage,Yes,2025-08-20,Fair,60+,1
VID00865,MI,Mercedes,Elantra,2017,Allstate,Collision,No,2026-01-16,Poor,46-60,5
VID00866,GA,Nissan,Sorento,2010,Farmers,Comprehensive,No,2025-12-28,Fair,60+,2
VID00867,MI,Chevrolet,Elantra,2008,Liberty Mutual,Full Coverage,No,2025-07-08,Poor,26-35,0
VID00868,OH,Kia,Silverado,2021,Liberty Mutual,Collision,No,2025-12-23,Good,36-45,5
VID00869,MI,Mercedes,Camry,2006,Liberty Mutual,Collision,No,2025-10-10,Good,36-45,5
VID00870,PA,Honda,Silverado,2021,Geico,Liability,Yes,2025-10-12,Good,18-25,0
VID00871,OH,Volkswagen,Altima,2002,Farmers,Comprehensive,Yes,2025-08-08,Poor,26-35,2
VID00872,IL,Hyundai,C-Class,2023,State Farm,Collision,Yes,2026-01-06,Poor,18-25,2
VID00873,PA,Nissan,Altima,2003,USAA,Full Coverage,No,2025-10-08,Fair,60+,0
VID00874,MI,Honda,Sorento,2008,Liberty Mutual,Liability,Yes,2025-11-23,Good,18-25,5
VID00875,GA,Hyundai,Elantra,2001,Liberty Mutual,Comprehensive,Yes,2026-03-07,Poor,60+,5
VID00876,NC,Kia,3 Series,2003,State Farm,Full Coverage,Yes,2026-01-28,Good,26-35,1
VID00877,GA,Volkswagen,3 Series,2023,USAA,Collision,Yes,2025-11-10,Fair,18-25,3
VID00878,PA,Volkswagen,Camry,2001,Geico,Liability,Yes,2025-07-01,Fair,26-35,0
VID00879,GA,BMW,Altima,2015,Geico,Comprehensive,No,2025-09-15,Fair,36-45,1
VID00880,TX,BMW,3 Series,2014,State Farm,Liability,No,2025-06-27,Fair,18-25,5
VID00881,GA,Volkswagen,Altima,2015,State Farm,Comprehensive,Yes,2025-06-28,Poor,18-25,2
VID00882,PA,Toyota,C-Class,2012,Farmers,Collision,No,2025-06-24,Poor,26-35,3
VID00883,TX,BMW,C-Class,2005,Allstate,Comprehensive,Yes,2025-05-23,Good,36-45,1
VID00884,CA,Hyundai,Sorento,2013,Liberty Mutual,Comprehensive,No,2025-11-21,Good,46-60,1
VID00885,FL,Nissan,Altima,2001,Geico,Comprehensive,No,2025-07-18,Poor,60+,3
VID00886,NC,Toyota,Jetta,2014,USAA,Collision,Yes,2026-02-18,Fair,46-60,0
VID00887,IL,Toyota,Elantra,2012,State Farm,Comprehensive,No,2026-01-27,Good,60+,0
VID00888,NY,Chevrolet,Silverado,2021,State Farm,Collision,No,2025-06-08,Poor,46-60,2
VID00889,NC,Chevrolet,3 Series,2017,Progressive,Full Coverage,No,2025-11-02,Good,46-60,3
VID00890,NC,Honda,Altima,2003,Allstate,Full Coverage,Yes,2025-10-15,Fair,36-45,2
VID00891,PA,Hyundai,Elantra,2020,Farmers,Liability,No,2025-08-21,Fair,18-25,3
VID00892,PA,Chevrolet,Altima,2001,Geico,Liability,No,2025-05-14,Good,46-60,4
VID00893,NC,Chevrolet,Camry,2005,Allstate,Liability,No,2025-05-10,Poor,26-35,4
VID00894,CA,Honda,Altima,2019,Farmers,Liability,Yes,2025-12-31,Poor,60+,4
VID00895,MI,Nissan,Sorento,2021,USAA,Comprehensive,No,2025-05-22,Fair,46-60,5
VID00896,TX,Kia,Sorento,2019,Allstate,Liability,Yes,2026-03-12,Good,18-25,0
VID00897,NC,Mercedes,Sorento,2005,State Farm,Full Coverage,No,2025-09-10,Good,46-60,2
VID00898,CA,Volkswagen,Altima,2009,Farmers,Liability,Yes,2026-01-22,Poor,46-60,1
VID00899,NY,Toyota,Sorento,2015,State Farm,Collision,No,2025-11-26,Poor,26-35,4
VID00900,TX,Hyundai,F-150,2000,Farmers,Comprehensive,No,2026-01-09,Good,18-25,2
VID00901,MI,Kia,Sorento,2002,USAA,Full Coverage,Yes,2026-03-09,Poor,46-60,4
VID00902,NC,Chevrolet,F-150,2018,Geico,Liability,No,2025-06-14,Good,46-60,4
VID00903,IL,Hyundai,Jetta,2020,Liberty Mutual,Liability,Yes,2025-10-25,Fair,18-25,5
VID00904,MI,Toyota,Silverado,2007,USAA,Collision,No,2025-05-23,Poor,36-45,0
VID00905,NY,Honda,Camry,2008,Geico,Liability,Yes,2025-08-05,Poor,26-35,4
VID00906,PA,Hyundai,Camry,2008,USAA,Liability,Yes,2026-02-20,Fair,46-60,3
VID00907,MI,Hyundai,Silverado,2021,State Farm,Collision,No,2025-07-06,Good,18-25,0
VID00908,FL,Nissan,Camry,2021,Farmers,Full Coverage,No,2026-01-19,Good,36-45,1
VID00909,IL,Volkswagen,Altima,2019,Allstate,Liability,No,2026-02-09,Poor,18-25,0
VID00910,FL,Chevrolet,C-Class,2017,Geico,Collision,Yes,2025-12-31,Poor,18-25,4
VID00911,PA,Chevrolet,3 Series,2017,Liberty Mutual,Liability,No,2025-07-29,Good,46-60,2
VID00912,PA,BMW,F-150,2017,Farmers,Comprehensive,Yes,2026-02-22,Poor,18-25,2
VID00913,MI,Honda,Altima,2009,Progressive,Full Coverage,Yes,2025-10-29,Good,46-60,3
VID00914,NC,Nissan,Sorento,2022,Geico,Comprehensive,Yes,2025-10-09,Fair,26-35,2
VID00915,FL,Chevrolet,F-150,2018,Liberty Mutual,Liability,Yes,2026-01-23,Poor,36-45,2
VID00916,IL,Ford,Civic,2005,Allstate,Collision,Yes,2025-05-31,Fair,60+,3
VID00917,GA,BMW,Civic,2012,Allstate,Liability,No,2025-05-27,Fair,60+,4
VID00918,FL,Ford,3 Series,2022,Geico,Liability,No,2025-10-29,Poor,26-35,1
VID00919,OH,Toyota,F-150,2008,Progressive,Full Coverage,Yes,2026-03-12,Poor,36-45,2
VID00920,NC,Chevrolet,Silverado,2020,Progressive,Liability,Yes,2025-09-26,Good,46-60,3
VID00921,IL,Mercedes,3 Series,2017,USAA,Comprehensive,No,2025-09-08,Poor,36-45,1
VID00922,TX,Nissan,Camry,2013,State Farm,Full Coverage,Yes,2025-12-22,Fair,60+,0
VID00923,MI,Honda,Altima,2012,Liberty Mutual,Collision,No,2025-05-08,Poor,46-60,1
VID00924,NC,BMW,Camry,2017,Farmers,Comprehensive,Yes,2025-11-26,Poor,60+,0
VID00925,NY,Ford,Silverado,2014,Liberty Mutual,Full Coverage,No,2025-07-08,Fair,36-45,2
VID00926,FL,Chevrolet,Elantra,2016,USAA,Collision,No,2025-12-05,Poor,18-25,1
VID00927,TX,Toyota,Jetta,2020,Farmers,Comprehensive,No,2025-05-19,Poor,18-25,3
VID00928,NY,Chevrolet,C-Class,2000,Farmers,Liability,Yes,2026-03-24,Fair,46-60,5
VID00929,GA,BMW,3 Series,2002,Allstate,Liability,Yes,2025-11-27,Poor,46-60,2
VID00930,TX,Toyota,Jetta,2013,USAA,Collision,Yes,2025-05-26,Good,60+,2
VID00931,TX,BMW,Elantra,2009,State Farm,Collision,Yes,2026-02-25,Fair,60+,1
VID00932,NC,Chevrolet,Altima,2015,USAA,Liability,No,2025-08-01,Fair,36-45,1
VID00933,PA,Toyota,Civic,2003,Progressive,Full Coverage,No,2026-01-05,Fair,18-25,2
VID00934,OH,Hyundai,Altima,2020,Allstate,Comprehensive,Yes,2025-09-04,Fair,26-35,3
VID00935,NC,Kia,Altima,2021,Progressive,Full Coverage,Yes,2025-07-06,Poor,46-60,0
VID00936,OH,Honda,Camry,2000,Farmers,Comprehensive,No,2025-10-23,Fair,60+,2
VID00937,CA,Honda,Civic,2008,Liberty Mutual,Comprehensive,Yes,2025-08-29,Good,60+,2
VID00938,OH,Kia,Camry,2002,Geico,Liability,No,2025-10-16,Fair,60+,3
VID00939,IL,Toyota,C-Class,2002,Progressive,Comprehensive,No,2025-09-01,Fair,26-35,2
VID00940,CA,Volkswagen,Silverado,2016,Progressive,Liability,Yes,2025-06-28,Good,36-45,5
VID00941,IL,Ford,Civic,2007,State Farm,Liability,Yes,2025-06-14,Fair,18-25,2
VID00942,MI,BMW,3 Series,2002,Progressive,Liability,No,2025-11-03,Poor,60+,3
VID00943,TX,Nissan,Altima,2019,Liberty Mutual,Liability,No,2025-10-14,Good,26-35,0
VID00944,OH,Volkswagen,Silverado,2001,Allstate,Collision,No,2025-04-24,Good,26-35,3
VID00945,PA,Honda,Civic,2019,Farmers,Comprehensive,Yes,2025-12-03,Fair,26-35,5
VID00946,CA,Nissan,C-Class,2016,Farmers,Liability,Yes,2025-05-02,Good,36-45,3
VID00947,CA,Chevrolet,Jetta,2011,Farmers,Liability,Yes,2025-09-19,Poor,60+,0
VID00948,PA,Volkswagen,Jetta,2012,Liberty Mutual,Comprehensive,Yes,2026-01-17,Good,18-25,0
VID00949,MI,Mercedes,C-Class,2023,State Farm,Full Coverage,No,2026-03-01,Poor,46-60,5
VID00950,FL,Honda,C-Class,2001,Allstate,Comprehensive,Yes,2025-11-07,Good,26-35,4
VID00951,FL,Chevrolet,Silverado,2010,Geico,Collision,Yes,2026-03-02,Fair,60+,0
VID00952,FL,Ford,Sorento,2003,State Farm,Comprehensive,No,2025-09-01,Good,60+,5
VID00953,OH,Ford,Civic,2012,Progressive,Comprehensive,No,2025-07-15,Fair,46-60,2
VID00954,NY,BMW,Elantra,2012,Liberty Mutual,Full Coverage,Yes,2025-07-08,Good,26-35,0
VID00955,TX,Volkswagen,Civic,2004,Allstate,Collision,No,2025-12-23,Poor,36-45,5
VID00956,IL,Nissan,Camry,2009,Liberty Mutual,Comprehensive,No,2026-01-19,Good,60+,3
VID00957,GA,Toyota,Sorento,2016,Farmers,Collision,No,2025-11-12,Fair,26-35,0
VID00958,TX,Nissan,Silverado,2011,Farmers,Collision,No,2026-03-22,Poor,60+,4
VID00959,IL,Toyota,3 Series,2003,State Farm,Comprehensive,No,2025-05-12,Good,46-60,2
VID00960,IL,Ford,Altima,2000,Geico,Comprehensive,No,2025-06-08,Good,36-45,4
VID00961,OH,Mercedes,Altima,2015,Farmers,Liability,No,2026-03-03,Poor,46-60,4
VID00962,NY,Honda,Jetta,2010,State Farm,Collision,No,2026-03-12,Good,60+,4
VID00963,GA,Mercedes,F-150,2015,Liberty Mutual,Liability,No,2026-01-28,Good,60+,0
VID00964,GA,Hyundai,Jetta,2004,Geico,Comprehensive,Yes,2026-01-01,Good,60+,2
VID00965,TX,Hyundai,F-150,2011,USAA,Comprehensive,No,2025-07-01,Fair,60+,3
VID00966,TX,Mercedes,C-Class,2020,Progressive,Full Coverage,Yes,2025-07-26,Poor,36-45,1
VID00967,TX,Kia,Altima,2012,Progressive,Comprehensive,Yes,2025-06-25,Fair,46-60,1
VID00968,PA,BMW,Altima,2013,Allstate,Collision,Yes,2025-05-12,Fair,46-60,4
VID00969,TX,Chevrolet,C-Class,2013,Liberty Mutual,Liability,Yes,2025-07-05,Good,26-35,4
VID00970,MI,Mercedes,3 Series,2015,Allstate,Liability,Yes,2025-09-09,Poor,60+,4
VID00971,FL,Hyundai,Camry,2005,State Farm,Liability,Yes,2026-02-01,Poor,36-45,5
VID00972,TX,Chevrolet,Altima,2015,Liberty Mutual,Liability,No,2026-02-23,Poor,26-35,4
VID00973,CA,Chevrolet,Silverado,2003,USAA,Collision,Yes,2025-08-12,Fair,36-45,0
VID00974,TX,Hyundai,Silverado,2003,Progressive,Collision,Yes,2025-12-29,Fair,26-35,5
VID00975,NY,Volkswagen,Jetta,2008,USAA,Full Coverage,No,2025-06-08,Good,36-45,0
VID00976,IL,Nissan,Altima,2016,Geico,Liability,Yes,2026-01-16,Good,60+,1
VID00977,TX,Chevrolet,Civic,2006,USAA,Liability,Yes,2026-01-14,Fair,18-25,0
VID00978,IL,Mercedes,Jetta,2015,Progressive,Liability,Yes,2025-07-17,Fair,36-45,3
VID00979,GA,Nissan,3 Series,2004,USAA,Liability,Yes,2025-08-18,Fair,26-35,0
VID00980,NC,Kia,C-Class,2012,USAA,Collision,Yes,2025-06-07,Good,18-25,1
VID00981,FL,Volkswagen,Camry,2005,Farmers,Collision,No,2025-07-04,Good,60+,5
VID00982,NY,Mercedes,Civic,2004,Allstate,Collision,No,2025-11-28,Good,60+,3
VID00983,GA,Toyota,Altima,2022,Farmers,Comprehensive,No,2025-07-02,Poor,26-35,2
VID00984,TX,Ford,Silverado,2012,Liberty Mutual,Full Coverage,Yes,2026-01-07,Poor,60+,4
VID00985,FL,Mercedes,C-Class,2013,Progressive,Collision,Yes,2026-01-13,Poor,46-60,5
VID00986,MI,Volkswagen,F-150,2023,State Farm,Collision,No,2026-01-25,Poor,46-60,4
VID00987,GA,Honda,Camry,2010,Liberty Mutual,Full Coverage,No,2026-03-14,Poor,46-60,0
VID00988,IL,Ford,F-150,2005,Geico,Full Coverage,Yes,2025-06-06,Fair,36-45,2
VID00989,CA,Volkswagen,3 Series,2021,Liberty Mutual,Full Coverage,No,2026-02-24,Poor,60+,2
VID00990,GA,Hyundai,C-Class,2008,Geico,Full Coverage,Yes,2026-02-28,Poor,18-25,4
VID00991,CA,Kia,Elantra,2021,State Farm,Collision,Yes,2026-01-12,Poor,26-35,2
VID00992,PA,Nissan,C-Class,2015,Liberty Mutual,Comprehensive,Yes,2025-12-18,Good,26-35,0
VID00993,NY,Volkswagen,F-150,2020,Allstate,Collision,Yes,2025-11-13,Good,36-45,2
VID00994,CA,Volkswagen,Jetta,2010,Progressive,Collision,No,2025-11-02,Good,26-35,3
VID00995,MI,BMW,Civic,2008,USAA,Full Coverage,Yes,2025-05-27,Poor,26-35,5
VID00996,IL,Chevrolet,Sorento,2018,State Farm,Comprehensive,No,2025-11-14,Fair,26-35,5
VID00997,IL,Toyota,Jetta,2008,Geico,Comprehensive,No,2026-01-18,Fair,36-45,1
VID00998,OH,Kia,Jetta,2010,Farmers,Collision,Yes,2026-01-08,Poor,46-60,4
VID00999,IL,Mercedes,Civic,2002,Allstate,Comprehensive,No,2025-11-28,Good,36-45,4
VID01000,FL,Kia,F-150,2014,Geico,Full Coverage,Yes,2025-07-12,Good,36-45,3
VID01001,NY,Ford,Jetta,2022,Liberty Mutual,Full Coverage,No,2026-02-17,Poor,46-60,3
VID01002,NY,Chevrolet,Sorento,2021,Allstate,Liability,No,2025-12-26,Fair,26-35,0
VID01003,NC,BMW,Jetta,2001,USAA,Liability,Yes,2025-12-23,Good,18-25,3
VID01004,TX,Honda,Altima,2001,Allstate,Full Coverage,Yes,2025-04-29,Poor,26-35,0
VID01005,NY,Ford,Altima,2007,Farmers,Full Coverage,No,2025-12-06,Good,46-60,4
VID01006,GA,Kia,Jetta,2001,USAA,Collision,No,2025-07-20,Fair,18-25,1
VID01007,MI,Honda,F-150,2021,Liberty Mutual,Full Coverage,No,2025-12-21,Good,26-35,0
VID01008,NY,Volkswagen,Jetta,2000,Liberty Mutual,Liability,No,2025-10-30,Poor,26-35,3
VID01009,FL,Kia,Silverado,2012,Progressive,Collision,Yes,2025-08-17,Good,18-25,5
VID01010,NY,Hyundai,Jetta,2013,State Farm,Collision,Yes,2025-12-11,Fair,60+,2
VID01011,OH,Volkswagen,Jetta,2007,State Farm,Full Coverage,Yes,2025-08-31,Poor,18-25,0
VID01012,PA,Kia,3 Series,2009,Progressive,Comprehensive,No,2025-11-23,Good,26-35,4
VID01013,GA,Kia,Civic,2016,Geico,Liability,Yes,2025-07-29,Fair,60+,1
VID01014,FL,Nissan,Altima,2001,Geico,Comprehensive,No,2025-11-19,Poor,18-25,0
VID01015,NY,Volkswagen,Elantra,2021,Progressive,Full Coverage,No,2025-09-17,Poor,36-45,1
VID01016,NC,Hyundai,Altima,2001,Geico,Collision,Yes,2025-10-24,Poor,18-25,3
VID01017,NY,Volkswagen,Altima,2007,Progressive,Collision,Yes,2025-12-21,Fair,18-25,3
VID01018,NC,Honda,Elantra,2003,Farmers,Liability,Yes,2025-11-06,Fair,36-45,4
VID01019,NC,BMW,Elantra,2006,State Farm,Collision,Yes,2025-11-02,Fair,36-45,0
VID01020,OH,Kia,Sorento,2001,State Farm,Comprehensive,No,2025-05-14,Poor,46-60,0
VID01021,CA,Hyundai,Jetta,2004,Farmers,Collision,No,2025-12-05,Fair,36-45,5
VID01022,FL,Kia,Silverado,2009,Progressive,Collision,Yes,2026-03-13,Poor,60+,0
VID01023,CA,Kia,F-150,2005,USAA,Collision,No,2025-11-05,Poor,26-35,3
VID01024,CA,Mercedes,3 Series,2000,Allstate,Comprehensive,Yes,2025-05-24,Fair,18-25,1
VID01025,NC,Chevrolet,Silverado,2007,Liberty Mutual,Full Coverage,Yes,2025-07-17,Poor,18-25,1
VID01026,NY,Ford,C-Class,2001,USAA,Collision,Yes,2025-06-27,Good,46-60,0
VID01027,NC,Volkswagen,Sorento,2017,Liberty Mutual,Collision,No,2025-09-11,Poor,18-25,2
VID01028,PA,Chevrolet,C-Class,2013,Allstate,Liability,No,2025-10-06,Fair,26-35,3
VID01029,OH,BMW,Silverado,2016,Farmers,Full Coverage,Yes,2025-12-05,Good,36-45,4
VID01030,FL,Hyundai,Civic,2015,Liberty Mutual,Comprehensive,No,2025-06-07,Good,46-60,4
VID01031,CA,Volkswagen,Sorento,2001,Allstate,Liability,No,2025-08-28,Good,18-25,5
VID01032,CA,Honda,Camry,2018,USAA,Full Coverage,Yes,2025-05-01,Fair,46-60,2
VID01033,OH,Chevrolet,Silverado,2002,Liberty Mutual,Full Coverage,No,2026-02-21,Poor,46-60,5
VID01034,IL,Honda,Camry,2009,USAA,Liability,No,2025-11-11,Fair,60+,4
VID01035,GA,Volkswagen,3 Series,2011,USAA,Comprehensive,Yes,2026-01-19,Poor,18-25,5
VID01036,NC,Hyundai,Camry,2009,USAA,Liability,No,2025-05-23,Fair,18-25,1
VID01037,OH,Ford,Civic,2000,Geico,Full Coverage,Yes,2025-09-19,Fair,36-45,1
VID01038,CA,Kia,Jetta,2003,Liberty Mutual,Full Coverage,Yes,2026-01-24,Good,18-25,2
VID01039,OH,Volkswagen,Civic,2010,State Farm,Full Coverage,No,2025-05-10,Good,18-25,1
VID01040,OH,BMW,3 Series,2006,Allstate,Comprehensive,No,2025-05-30,Good,46-60,1
VID01041,NC,Nissan,Sorento,2022,Progressive,Comprehensive,Yes,2026-02-09,Poor,18-25,1
VID01042,PA,Honda,C-Class,2016,State Farm,Full Coverage,No,2025-07-23,Good,36-45,3
VID01043,NC,BMW,Elantra,2011,Progressive,Full Coverage,Yes,2025-06-09,Good,46-60,0
VID01044,CA,Hyundai,Elantra,2006,Geico,Comprehensive,No,2026-03-25,Good,26-35,0
VID01045,CA,Ford,3 Series,2000,Progressive,Comprehensive,Yes,2025-05-03,Fair,26-35,5
VID01046,OH,Honda,3 Series,2013,Liberty Mutual,Liability,Yes,2025-08-20,Fair,60+,4
VID01047,MI,Toyota,Silverado,2005,USAA,Full Coverage,No,2025-05-04,Poor,46-60,2
VID01048,IL,Mercedes,3 Series,2014,USAA,Comprehensive,No,2025-12-02,Fair,60+,5
VID01049,PA,BMW,F-150,2007,State Farm,Full Coverage,No,2025-11-29,Good,46-60,1
VID01050,FL,Kia,C-Class,2010,State Farm,Full Coverage,No,2025-05-09,Good,60+,3
VID01051,IL,BMW,Jetta,2003,Geico,Collision,Yes,2026-02-28,Good,46-60,4
VID01052,GA,BMW,Jetta,2020,Allstate,Full Coverage,No,2026-03-13,Good,26-35,5
VID01053,PA,Nissan,Sorento,2007,State Farm,Collision,Yes,2025-09-08,Poor,18-25,4
VID01054,GA,Nissan,Civic,2001,Liberty Mutual,Liability,Yes,2025-06-04,Poor,18-25,2
VID01055,CA,BMW,3 Series,2023,Allstate,Liability,No,2025-05-22,Good,36-45,5
VID01056,OH,Chevrolet,Jetta,2014,Liberty Mutual,Comprehensive,No,2026-01-09,Good,36-45,0
VID01057,GA,Kia,3 Series,2016,USAA,Collision,Yes,2025-09-07,Poor,18-25,5
VID01058,NC,BMW,3 Series,2000,Progressive,Full Coverage,Yes,2026-02-10,Poor,36-45,2
VID01059,GA,BMW,Elantra,2003,USAA,Full Coverage,No,2025-05-01,Poor,36-45,2
VID01060,CA,BMW,3 Series,2006,USAA,Collision,No,2026-02-06,Fair,60+,1
VID01061,FL,Chevrolet,Camry,2022,Liberty Mutual,Liability,No,2025-09-17,Fair,26-35,1
VID01062,FL,BMW,Sorento,2007,State Farm,Comprehensive,Yes,2025-11-14,Good,26-35,3
VID01063,OH,Mercedes,F-150,2012,USAA,Comprehensive,Yes,2026-02-04,Fair,26-35,0
VID01064,IL,Honda,C-Class,2021,USAA,Liability,Yes,2025-08-10,Fair,60+,1
VID01065,CA,Kia,Sorento,2016,USAA,Comprehensive,Yes,2025-09-01,Fair,36-45,2
VID01066,TX,BMW,Altima,2006,Liberty Mutual,Comprehensive,No,2025-07-28,Good,60+,1
VID01067,OH,Hyundai,Camry,2008,Allstate,Comprehensive,Yes,2026-03-03,Good,60+,5
VID01068,TX,Chevrolet,Jetta,2012,Farmers,Collision,Yes,2025-08-06,Good,46-60,1
VID01069,MI,Toyota,Civic,2015,Geico,Collision,Yes,2025-04-26,Good,36-45,3
VID01070,NC,Volkswagen,3 Series,2012,State Farm,Comprehensive,No,2025-07-02,Good,18-25,3
VID01071,CA,Ford,Camry,2007,Liberty Mutual,Full Coverage,Yes,2025-08-03,Poor,60+,2
VID01072,NY,Chevrolet,Sorento,2018,Geico,Collision,Yes,2026-02-14,Poor,46-60,0
VID01073,OH,Nissan,Altima,2000,USAA,Comprehensive,Yes,2026-02-16,Good,36-45,0
VID01074,PA,Honda,C-Class,2012,State Farm,Comprehensive,No,2026-01-10,Poor,46-60,3
VID01075,IL,Chevrolet,Elantra,2002,Farmers,Liability,Yes,2025-10-07,Good,46-60,0
VID01076,IL,Toyota,Jetta,2011,Liberty Mutual,Full Coverage,No,2026-03-15,Poor,18-25,3
VID01077,TX,Kia,Sorento,2005,Progressive,Liability,No,2025-11-07,Good,46-60,0
VID01078,NY,Nissan,3 Series,2011,USAA,Liability,Yes,2026-03-20,Good,26-35,5
VID01079,GA,Honda,Sorento,2002,State Farm,Collision,Yes,2025-07-08,Poor,26-35,1
VID01080,PA,Hyundai,Jetta,2002,Farmers,Full Coverage,No,2025-06-02,Good,36-45,3
VID01081,GA,Hyundai,F-150,2020,Farmers,Liability,No,2025-11-03,Poor,60+,5
